学号,类别,名称,补充说明,获奖情况,人员次序,获得日期,结题时间,认定学分,状态,审核人,审核意见
202400420,申请专利,一种电动汽车电池包液冷结构,实用新型专利·第一发明人,,第一发明人,2026-07-13,,3.0,待院长审批,张伟,初审通过，转院长审批
202400420,其他实践活动,汽车工程学院企业行,技能资格培训·初级,,,2025-06-08,,0.5,通过,张伟,佐证材料完整，予以通过
202400421,前沿学术报告,汽车百家讲坛,第1-5期·汽车轻量化设计与新材料应用,,,2025-07-18,,0.25,通过,张伟,材料齐全，同意认定
202400421,年度创新创业项目,省级·核心成员,氢燃料电池汽车散热性能仿真分析,,核心成员,2025-07-26,2027-06-30,3.0,通过,张伟,材料齐全，同意认定
202400421,科技创新竞赛,全国大学生机械创新设计大赛,,省级·一等奖,核心成员,2026-02-07,,1.8,驳回,张伟,材料不完整，请补充佐证后重新提交
202400421,创业实践,校园二手书流转平台,创业训练计划·负责人,,负责人,2026-05-03,,3.0,通过,张伟,材料齐全，同意认定
202400421,学术论文,基于YOLO的车距保持辅助算法研究,核心期刊·第二作者,,第二作者,2026-04-16,,2.0,驳回,张伟,认定依据不足，请补充说明材料
202400421,申请专利,一种可调节角度的车载平板支架,外观设计专利·其他发明人,,其他发明人,2026-08-18,,1.0,通过,张伟,佐证材料完整，予以通过
202400421,其他实践活动,汽车造型设计工作坊,技能资格培训·高级,,,2026-04-10,,1.5,通过,张伟,佐证材料完整，予以通过
202400422,前沿学术报告,名家学术讲座,单场·车载总线与嵌入式系统开发,,,2026-02-14,,0.5,驳回,张伟,时间信息有误，请核对后重新提交
202400422,年度创新创业项目,校级·负责人,基于深度学习的交通标志识别系统,,负责人,2025-09-17,2027-06-30,2.0,通过,张伟,佐证材料完整，予以通过
202400422,科技创新竞赛,挑战杯全国大学生课外学术科技作品竞赛,,国家级·三等奖,核心成员,2026-06-20,,1.2,通过,张伟,材料齐全，同意认定
202400422,创业实践,智能驾培服务平台,创业训练计划·团队成员,,团队成员,2026-01-25,,1.5,待审核,,
202400422,学术论文,基于深度学习的路面裂缝检测方法研究,国际/国内会议·其他作者,,其他作者,2026-05-26,,1.0,通过,张伟,佐证材料完整，予以通过
202400422,申请专利,一种电动汽车电池包液冷结构,实用新型专利·第一发明人,,第一发明人,2026-02-06,,3.0,待审核,,
202400422,其他实践活动,汽车工程学院企业行,学术交流访问·境内交流,,,2026-01-24,,1.0,通过,张伟,材料齐全，同意认定
202400423,前沿学术报告,汽车百家讲坛,第1-5期·车载总线与嵌入式系统开发,,,2025-11-10,,0.25,通过,张伟,材料齐全，同意认定
202400423,年度创新创业项目,校级·负责人,智能导览机器人设计与实现,,负责人,2025-10-27,2027-06-30,2.0,待审核,,
202400423,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,国家级·一等奖,核心成员,2026-08-16,,3.6,通过,张伟,佐证材料完整，予以通过
202400423,创业实践,智能驾培服务平台,入驻孵化器·负责人,,负责人,2026-08-17,,4.0,待审核,,
202400423,学术论文,汽车主动悬架半主动控制策略仿真,普通期刊·其他作者,,其他作者,2026-02-15,,0.5,通过,张伟,材料齐全，同意认定
202400423,申请专利,一种电动汽车电池包液冷结构,发明专利·第一发明人,,第一发明人,2026-07-20,,6.0,通过,张伟,佐证材料完整，予以通过
202400423,其他实践活动,全国大学生汽车科技夏令营,学科冬夏令营·省级,,,2025-12-13,,1.0,待审核,,
202400424,前沿学术报告,汽车百家讲坛,第1-5期·智能制造与数字化工厂实践,,,2026-08-09,,0.25,通过,张伟,符合认定条件，通过
202400424,年度创新创业项目,校级·一般成员,太阳能小车能量管理策略研究,,一般成员,2025-04-14,2027-06-30,1.0,通过,张伟,佐证材料完整，予以通过
202400424,科技创新竞赛,校智能车校内选拔赛,,校级·三等奖,第一完成人,2025-03-16,,0.5,通过,张伟,佐证材料完整，予以通过
202400424,创业实践,校内共享打印服务站,入驻孵化器·团队成员,,团队成员,2026-07-10,,2.0,通过,张伟,佐证材料完整，予以通过
202400424,学术论文,基于多目标优化的车身结构轻量化设计,SCI/EI 收录·第二作者,,第二作者,2026-07-22,,4.0,待审核,,
202400424,申请专利,一种新能源汽车充电枪锁止机构,实用新型专利·其他发明人,,其他发明人,2026-08-01,,1.5,通过,张伟,佐证材料完整，予以通过
202400424,其他实践活动,暑期高校科学营活动,学科冬夏令营·省级,,,2026-08-16,,1.0,待审核,,
202400425,前沿学术报告,信息科学论坛,第1-5期·无人驾驶环境感知技术进展,,,2025-02-14,,0.25,通过,张伟,符合认定条件，通过
202400425,年度创新创业项目,省级·负责人,太阳能小车能量管理策略研究,,负责人,2025-07-13,2027-06-30,4.0,公示中,张伟,符合认定条件，通过
202400425,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·二等奖,第三完成人,2025-05-19,,2.0,待审核,,
202400425,创业实践,校园二手书流转平台,创业训练计划·团队成员,,团队成员,2026-03-02,,1.5,通过,张伟,佐证材料完整，予以通过
202400425,学术论文,基于多目标优化的车身结构轻量化设计,国际/国内会议·第一作者,,第一作者,2026-08-16,,3.0,通过,张伟,材料齐全，同意认定
202400425,申请专利,一种多功能汽车后备箱收纳架,实用新型专利·其他发明人,,其他发明人,2026-08-17,,1.5,通过,张伟,佐证材料完整，予以通过
202400425,其他实践活动,德国亚琛工业大学线上交流项目,学术交流访问·境内交流,,,2026-08-22,,1.0,待审核,,
202400426,前沿学术报告,信息科学论坛,第1-5期·汽车轻量化设计与新材料应用,,,2025-01-23,,0.25,通过,张伟,材料齐全，同意认定
202400426,年度创新创业项目,校级·核心成员,基于STM32的智能循迹小车,,核心成员,2025-03-27,2027-06-30,1.5,通过,张伟,佐证材料完整，予以通过
202400426,科技创新竞赛,中国国际大学生创新大赛,,国家级·三等奖,负责人,2025-05-26,,2.0,通过,张伟,佐证材料完整，予以通过
202400426,创业实践,校园二手书流转平台,注册成立公司·团队成员,,团队成员,2026-06-12,,2.0,通过,张伟,符合认定条件，通过
202400426,学术论文,基于YOLO的车距保持辅助算法研究,国际/国内会议·其他作者,,其他作者,2026-07-11,,1.0,通过,张伟,材料齐全，同意认定
202400426,申请专利,一种可调节角度的车载平板支架,外观设计专利·第一发明人,,第一发明人,2026-04-03,,2.0,待审核,,
202400426,其他实践活动,汽车工程学院企业行,技能资格培训·初级,,,2025-02-03,,0.5,通过,张伟,材料齐全，同意认定
202400427,前沿学术报告,汽车百家讲坛,第1-5期·新能源汽车动力总成发展趋势,,,2026-01-03,,0.25,通过,张伟,佐证材料完整，予以通过
202400427,年度创新创业项目,院级·一般成员,基于深度学习的交通标志识别系统,,一般成员,2025-01-26,2027-06-30,0.5,通过,张伟,佐证材料完整，予以通过
202400427,科技创新竞赛,全国大学生机械创新设计大赛,,国家级·一等奖,负责人,2025-07-18,,6.0,通过,张伟,佐证材料完整，予以通过
202400427,创业实践,大学生汽车文创工作室,注册成立公司·法人代表,,法人代表,2026-05-24,,6.0,通过,张伟,佐证材料完整，予以通过
202400427,学术论文,燃料电池汽车氢气循环系统特性分析,国际/国内会议·其他作者,,其他作者,2026-05-25,,1.0,通过,张伟,佐证材料完整，予以通过
202400427,申请专利,一种新能源汽车充电枪锁止机构,外观设计专利·第一发明人,,第一发明人,2026-04-22,,2.0,待审核,,
202400427,其他实践活动,暑期高校科学营活动,学科冬夏令营·国家级,,,2025-05-02,,2.0,通过,张伟,佐证材料完整，予以通过
202400428,前沿学术报告,信息科学论坛,第6期以后·无人驾驶环境感知技术进展,,,2026-08-14,,0.25,通过,张伟,符合认定条件，通过
202400428,年度创新创业项目,校级·负责人,轮胎花纹与湿滑路面制动性能仿真,,负责人,2025-03-28,2027-06-30,2.0,通过,张伟,佐证材料完整，予以通过
202400428,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,国家级·一等奖,第三完成人,2025-10-20,,3.0,驳回,张伟,时间信息有误，请核对后重新提交
202400428,创业实践,校园二手书流转平台,入驻孵化器·团队成员,,团队成员,2026-06-05,,2.0,通过,张伟,材料齐全，同意认定
202400428,学术论文,低温环境下锂电池充放电特性研究,国际/国内会议·其他作者,,其他作者,2026-03-13,,1.0,待审核,,
202400428,申请专利,一种可调节角度的车载平板支架,外观设计专利·第一发明人,,第一发明人,2026-04-13,,2.0,通过,张伟,材料齐全，同意认定
202400428,其他实践活动,暑期高校科学营活动,学科冬夏令营·国家级,,,2026-06-23,,2.0,通过,张伟,材料齐全，同意认定
202400429,前沿学术报告,汽车百家讲坛,第6-10期·智能网联汽车技术前沿,,,2026-08-13,,0.25,驳回,张伟,盖章缺失，请重新上传完整材料
202400429,年度创新创业项目,院级·一般成员,校园共享电动车调度优化研究,,一般成员,2025-03-16,2027-06-30,0.5,通过,张伟,佐证材料完整，予以通过
202400429,科技创新竞赛,全国大学生数学建模竞赛,,省级·三等奖,核心成员,2026-08-14,,0.6,通过,张伟,佐证材料完整，予以通过
202400429,创业实践,大学生汽车文创工作室,入驻孵化器·负责人,,负责人,2026-04-16,,4.0,驳回,张伟,材料不完整，请补充佐证后重新提交
202400429,学术论文,基于深度学习的路面裂缝检测方法研究,SCI/EI 收录·第二作者,,第二作者,2026-01-28,,4.0,通过,张伟,符合认定条件，通过
202400429,申请专利,一种新能源汽车充电枪锁止机构,发明专利·其他发明人,,其他发明人,2026-05-24,,3.0,待院长审批,张伟,初审通过，转院长审批
202400429,其他实践活动,德国亚琛工业大学线上交流项目,学术交流访问·出境交流,,,2026-07-27,,2.0,通过,张伟,符合认定条件，通过
202400430,前沿学术报告,名家学术讲座,单场·氢能及燃料电池汽车产业展望,,,2025-03-21,,0.5,通过,张伟,符合认定条件，通过
202400430,年度创新创业项目,国家级·一般成员,汽车内饰件轻量化设计,,一般成员,2025-05-13,2027-06-30,2.0,通过,张伟,佐证材料完整，予以通过
202400430,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,校级·二等奖,第二完成人,2026-05-03,,0.35,通过,张伟,佐证材料完整，予以通过
202400430,创业实践,新能源汽车科普工作室,入驻孵化器·团队成员,,团队成员,2026-05-04,,2.0,通过,张伟,佐证材料完整，予以通过
202400430,学术论文,基于多目标优化的车身结构轻量化设计,国际/国内会议·第一作者,,第一作者,2026-03-05,,3.0,通过,张伟,佐证材料完整，予以通过
202400430,申请专利,一种可调节角度的车载平板支架,实用新型专利·其他发明人,,其他发明人,2026-08-10,,1.5,通过,张伟,佐证材料完整，予以通过
202400430,其他实践活动,暑期高校科学营活动,技能资格培训·初级,,,2025-10-06,,0.5,通过,张伟,材料齐全，同意认定
202400431,前沿学术报告,汽车百家讲坛,第1-5期·无人驾驶环境感知技术进展,,,2025-09-03,,0.25,通过,张伟,符合认定条件，通过
202400431,年度创新创业项目,校级·一般成员,车载OBD数据采集与驾驶行为分析,,一般成员,2025-03-14,2027-06-30,1.0,通过,张伟,材料齐全，同意认定
202400431,科技创新竞赛,全国大学生数学建模竞赛,,省级·一等奖,核心成员,2025-08-01,,1.8,通过,张伟,材料齐全，同意认定
202400431,创业实践,智能驾培服务平台,注册成立公司·团队成员,,团队成员,2026-03-01,,2.0,通过,张伟,符合认定条件，通过
202400431,学术论文,基于YOLO的车距保持辅助算法研究,普通期刊·第一作者,,第一作者,2026-08-27,,2.0,待院长审批,张伟,初审通过，转院长审批
202400431,申请专利,一种电动汽车电池包液冷结构,外观设计专利·第一发明人,,第一发明人,2026-02-11,,2.0,通过,张伟,材料齐全，同意认定
202400431,其他实践活动,暑期高校科学营活动,学科冬夏令营·省级,,,2025-05-12,,1.0,通过,张伟,佐证材料完整，予以通过
202400432,前沿学术报告,汽车百家讲坛,第6-10期·汽车轻量化设计与新材料应用,,,2026-01-26,,0.25,待审核,,
202400432,年度创新创业项目,校级·核心成员,车载OBD数据采集与驾驶行为分析,,核心成员,2025-10-15,2027-06-30,1.5,通过,张伟,佐证材料完整，予以通过
202400432,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·一等奖,核心成员,2026-04-22,,3.6,通过,张伟,材料齐全，同意认定
202400432,创业实践,智能驾培服务平台,入驻孵化器·团队成员,,团队成员,2026-08-23,,2.0,通过,张伟,符合认定条件，通过
202400432,学术论文,混合动力汽车能量管理策略仿真,国际/国内会议·第一作者,,第一作者,2026-02-02,,3.0,通过,张伟,佐证材料完整，予以通过
202400432,申请专利,一种车载智能空气净化装置,发明专利·第一发明人,,第一发明人,2026-04-07,,6.0,驳回,张伟,认定依据不足，请补充说明材料
